Gene1,Gene2,Cell_Coexpression,Nuclei_Coexpression,Relative_Increase
CDC37,SLPI,0.03636363636363636,0.011627906976744186,3.127272727272727
LTBP2,SLPI,0.03636363636363636,0.011627906976744186,3.127272727272727
ZYX,SLPI,0.03636363636363636,0.011627906976744186,3.127272727272727
SCP2,SLPI,0.07272727272727272,0.023255813953488372,3.127272727272727
DYNC1LI2,SLPI,0.03636363636363636,0.011627906976744186,3.127272727272727
SLC50A1,SLPI,0.03636363636363636,0.011627906976744186,3.127272727272727
NBL1,TRIP12,0.047619047619047616,0.015228426395939085,3.126984126984127
KIAA1522,LUM,0.007017543859649123,0.002244668911335578,3.126315789473684
IKZF1,DYNLL2,0.022727272727272728,0.007272727272727273,3.125
PECAM1,LACTB2,0.011363636363636364,0.0036363636363636364,3.125
AEBP1,SFTA2,0.025,0.008,3.125
LCP1,SFTA2,0.025,0.008,3.125
PTGDS,DYNLL2,0.011363636363636364,0.0036363636363636364,3.125
C1R,SFTA2,0.025,0.008,3.125
TAX1BP3,TRIB1,0.020833333333333332,0.006666666666666667,3.1249999999999996
ORMDL2,TRIB1,0.041666666666666664,0.013333333333333334,3.1249999999999996
FLNA,TRIB1,0.020833333333333332,0.006666666666666667,3.1249999999999996
CYBA,TRIB1,0.020833333333333332,0.006666666666666667,3.1249999999999996
OPTN,TRIB1,0.020833333333333332,0.006666666666666667,3.1249999999999996
MAPK3,MYOF,0.02247191011235955,0.007194244604316547,3.123595505617977
ARL6IP5,MYOF,0.0449438202247191,0.014388489208633094,3.123595505617977
COA3,MYOF,0.02247191011235955,0.007194244604316547,3.123595505617977
METTL9,MYOF,0.02247191011235955,0.007194244604316547,3.123595505617977
COX6A1,MYOF,0.0449438202247191,0.014388489208633094,3.123595505617977
LCP1,MYOF,0.02247191011235955,0.007194244604316547,3.123595505617977
MFAP4,MYOF,0.02247191011235955,0.007194244604316547,3.123595505617977
DES,COL1A1,0.003432494279176201,0.001098901098901099,3.123569794050343
BMPR2,PDIA6,0.02040816326530612,0.006535947712418301,3.1224489795918364
NFE2L1,PDIA6,0.02040816326530612,0.006535947712418301,3.1224489795918364
CLIC1,PDIA6,0.02040816326530612,0.006535947712418301,3.1224489795918364
CDH11,PDIA6,0.02040816326530612,0.006535947712418301,3.1224489795918364
TRAC,PDIA6,0.02040816326530612,0.006535947712418301,3.1224489795918364
PTGDS,PDIA6,0.02040816326530612,0.006535947712418301,3.1224489795918364
PIM2,NCOR2,0.012578616352201259,0.004032258064516129,3.119496855345912
BANF1,NCOR2,0.025157232704402517,0.008064516129032258,3.119496855345912
TPM2,NCOR2,0.012578616352201259,0.004032258064516129,3.119496855345912
LTBP2,NCOR2,0.012578616352201259,0.004032258064516129,3.119496855345912
SFTPA1,NCOR2,0.012578616352201259,0.004032258064516129,3.119496855345912
C7,NCOR2,0.012578616352201259,0.004032258064516129,3.119496855345912
MARCH7,AHCYL1,0.023809523809523808,0.007633587786259542,3.119047619047619
HMGN3,AHCYL1,0.023809523809523808,0.007633587786259542,3.119047619047619
RHOBTB3,AHCYL1,0.023809523809523808,0.007633587786259542,3.119047619047619
NEDD4L,AHCYL1,0.023809523809523808,0.007633587786259542,3.119047619047619
LTBP2,AHCYL1,0.023809523809523808,0.007633587786259542,3.119047619047619
TMEM59,AHCYL1,0.023809523809523808,0.007633587786259542,3.119047619047619
TIMP3,AHCYL1,0.047619047619047616,0.015267175572519083,3.119047619047619
DEPP1,AHCYL1,0.023809523809523808,0.007633587786259542,3.119047619047619
MFAP4,S100A4,0.02711864406779661,0.008695652173913044,3.11864406779661
MARCH7,USP9X,0.018018018018018018,0.005780346820809248,3.1171171171171173
PHC2,USP9X,0.036036036036036036,0.011560693641618497,3.1171171171171173
ZBTB16,USP9X,0.018018018018018018,0.005780346820809248,3.1171171171171173
IER2,USP9X,0.036036036036036036,0.011560693641618497,3.1171171171171173
TGM2,USP9X,0.018018018018018018,0.005780346820809248,3.1171171171171173
ARL6IP5,C1QC,0.020618556701030927,0.006622516556291391,3.11340206185567
MMP2,STAU1,0.07647058823529412,0.02459016393442623,3.109803921568628
COL6A2,SELENOH,0.03862660944206009,0.012422360248447204,3.1094420600858372
HSPG2,SPI1,0.015625,0.005025125628140704,3.109375
HNRNPUL1,SPI1,0.015625,0.005025125628140704,3.109375
RAB11B,SPI1,0.015625,0.005025125628140704,3.109375
WDR13,SPI1,0.015625,0.005025125628140704,3.109375
MGST3,SPI1,0.03125,0.010050251256281407,3.109375
BGN,SPI1,0.046875,0.01507537688442211,3.109375
CSTB,CD37,0.04090909090909091,0.013157894736842105,3.1090909090909093
HK1,CD37,0.02727272727272727,0.008771929824561403,3.109090909090909
UQCR10,CD37,0.013636363636363636,0.0043859649122807015,3.109090909090909
CD82,CD37,0.013636363636363636,0.0043859649122807015,3.109090909090909
CSF2RA,CD37,0.013636363636363636,0.0043859649122807015,3.109090909090909
GLRX,CD37,0.013636363636363636,0.0043859649122807015,3.109090909090909
AFF4,CD37,0.013636363636363636,0.0043859649122807015,3.109090909090909
MYO1D,CD37,0.013636363636363636,0.0043859649122807015,3.109090909090909
MARCKS,MROH1,0.010869565217391304,0.0034965034965034965,3.108695652173913
C7,MROH1,0.010869565217391304,0.0034965034965034965,3.108695652173913
SCGB1A1,MROH1,0.021739130434782608,0.006993006993006993,3.108695652173913
MS4A6A,SPTAN1,0.03571428571428571,0.011494252873563218,3.107142857142857
LACTB2,AQP1,0.0374331550802139,0.012048192771084338,3.1069518716577535
GRN,ISG20,0.029585798816568046,0.009523809523809525,3.1065088757396446
AQP1,ISG20,0.029585798816568046,0.009523809523809525,3.1065088757396446
AFF1,EGFR,0.014184397163120567,0.0045662100456621,3.1063829787234045
BNIP3L,EGFR,0.014184397163120567,0.0045662100456621,3.1063829787234045
TPM2,EGFR,0.014184397163120567,0.0045662100456621,3.1063829787234045
NBL1,EGFR,0.014184397163120567,0.0045662100456621,3.1063829787234045
FN1,EGFR,0.0425531914893617,0.0136986301369863,3.1063829787234045
SERPINF1,ATN1,0.04294478527607362,0.013824884792626727,3.1063394683026586
GPX3,CXCL16,0.016260162601626018,0.005235602094240838,3.1056910569105693
DHX15,CXCL16,0.016260162601626018,0.005235602094240838,3.1056910569105693
SETD5,CXCL16,0.032520325203252036,0.010471204188481676,3.1056910569105693
METTL9,CXCL16,0.032520325203252036,0.010471204188481676,3.1056910569105693
TRBC1,HNRNPF,0.059322033898305086,0.019108280254777073,3.104519774011299
RBM33,LASP1,0.029850746268656716,0.009615384615384616,3.104477611940298
ALCAM,LASP1,0.04477611940298507,0.014423076923076924,3.104477611940298
CD52,LASP1,0.014925373134328358,0.004807692307692308,3.104477611940298
EEF2,LASP1,0.029850746268656716,0.009615384615384616,3.104477611940298
COL6A1,LASP1,0.029850746268656716,0.009615384615384616,3.104477611940298
PFKFB3,AGTRAP,0.020833333333333332,0.006711409395973154,3.1041666666666665
CYTIP,AGTRAP,0.020833333333333332,0.006711409395973154,3.1041666666666665
FNDC3B,AGTRAP,0.041666666666666664,0.013422818791946308,3.1041666666666665
TRBC2,AGTRAP,0.020833333333333332,0.006711409395973154,3.1041666666666665
CD52,AGTRAP,0.020833333333333332,0.006711409395973154,3.1041666666666665
AKAP13,AGTRAP,0.020833333333333332,0.006711409395973154,3.1041666666666665
IKZF1,CD82,0.06422018348623854,0.020689655172413793,3.103975535168196
KDM5C,CD82,0.06422018348623854,0.020689655172413793,3.103975535168196
CTDSP1,BTN3A2,0.034482758620689655,0.011111111111111112,3.103448275862069
CYTIP,BTN3A2,0.017241379310344827,0.005555555555555556,3.103448275862069
NDUFV2,BTN3A2,0.017241379310344827,0.005555555555555556,3.103448275862069
EEF1B2,BTN3A2,0.017241379310344827,0.005555555555555556,3.103448275862069
SERPINE1,BTN3A2,0.017241379310344827,0.005555555555555556,3.103448275862069
NEK7,BTN3A2,0.034482758620689655,0.011111111111111112,3.103448275862069
LTBP2,BTN3A2,0.017241379310344827,0.005555555555555556,3.103448275862069
MGP,BTN3A2,0.06896551724137931,0.022222222222222223,3.103448275862069
HSPG2,EPS8L2,0.012121212121212121,0.00390625,3.103030303030303
MBTPS1,EPS8L2,0.048484848484848485,0.015625,3.103030303030303
BTG2,EPS8L2,0.012121212121212121,0.00390625,3.103030303030303
COL6A3,COPB1,0.09345794392523364,0.030120481927710843,3.102803738317757
PCMTD1,ILF3,0.018691588785046728,0.006024096385542169,3.1028037383177565
LTBP2,ILF3,0.018691588785046728,0.006024096385542169,3.1028037383177565
PECAM1,ILF3,0.018691588785046728,0.006024096385542169,3.1028037383177565
TMEM248,ILF3,0.018691588785046728,0.006024096385542169,3.1028037383177565
TFRC,ILF3,0.018691588785046728,0.006024096385542169,3.1028037383177565
GPNMB,ILF3,0.018691588785046728,0.006024096385542169,3.1028037383177565
NBL1,ILF3,0.018691588785046728,0.006024096385542169,3.1028037383177565
MYL9,ILF3,0.018691588785046728,0.006024096385542169,3.1028037383177565
COL6A1,COPB1,0.018691588785046728,0.006024096385542169,3.1028037383177565
C1QC,ILF3,0.056074766355140186,0.01807228915662651,3.1028037383177565
EID1,YBX1,0.02348993288590604,0.007575757575757576,3.1006711409395975
SPARCL1,ATP6AP1,0.009478672985781991,0.0030581039755351682,3.099526066350711
CYBA,C16orf89,0.0196078431372549,0.006329113924050633,3.0980392156862746
OXA1L,C16orf89,0.0196078431372549,0.006329113924050633,3.0980392156862746
ENC1,C16orf89,0.0196078431372549,0.006329113924050633,3.0980392156862746
TPM2,C16orf89,0.0196078431372549,0.006329113924050633,3.0980392156862746
TP53INP1,C16orf89,0.0196078431372549,0.006329113924050633,3.0980392156862746
CDH11,C16orf89,0.0196078431372549,0.006329113924050633,3.0980392156862746
LUC7L3,C16orf89,0.058823529411764705,0.0189873417721519,3.098039215686274
BGN,RAB13,0.0603448275862069,0.01948051948051948,3.0977011494252875
MMP2,SERINC3,0.06766917293233082,0.02185792349726776,3.095864661654135
MARCH7,SCGB1A1,0.01875,0.006060606060606061,3.09375
PCGF2,SCGB1A1,0.01875,0.006060606060606061,3.09375
CXCL9,SCGB1A1,0.01875,0.006060606060606061,3.09375
ATP5F1E,SCGB1A1,0.01875,0.006060606060606061,3.09375
MPRIP,SCGB1A1,0.0375,0.012121212121212121,3.09375
HNRNPA0,SCGB1A1,0.01875,0.006060606060606061,3.09375
BPIFB1,SPINK1,0.00749063670411985,0.002421307506053269,3.093632958801498
CHMP3,EFCAB14,0.03289473684210526,0.010638297872340425,3.0921052631578947
UBXN4,RHOA,0.03289473684210526,0.010638297872340425,3.0921052631578947
ANXA1,STAT2,0.07258064516129033,0.023474178403755867,3.091935483870968
NPTN,MTSS2,0.045454545454545456,0.014705882352941176,3.090909090909091
PRKACA,MTSS2,0.022727272727272728,0.007352941176470588,3.090909090909091
SERPINE1,MTSS2,0.022727272727272728,0.007352941176470588,3.090909090909091
SPG21,MTSS2,0.045454545454545456,0.014705882352941176,3.090909090909091
ESRP2,MTSS2,0.022727272727272728,0.007352941176470588,3.090909090909091
COL1A2,S100A14,0.09090909090909091,0.029411764705882353,3.090909090909091
DPP7,TP53INP1,0.032679738562091505,0.010582010582010581,3.088235294117647
SERPINF1,EFR3A,0.05263157894736842,0.017045454545454544,3.0877192982456143
CHMP3,EFR3A,0.017543859649122806,0.005681818181818182,3.087719298245614
PFDN5,EFR3A,0.017543859649122806,0.005681818181818182,3.087719298245614
TNFAIP3,EFR3A,0.017543859649122806,0.005681818181818182,3.087719298245614
MYL9,EFR3A,0.017543859649122806,0.005681818181818182,3.087719298245614
BMPR2,FOS,0.025510204081632654,0.008264462809917356,3.086734693877551
NBL1,HHLA2,0.00823045267489712,0.0026666666666666666,3.08641975308642
SOCS3,HHLA2,0.01646090534979424,0.005333333333333333,3.08641975308642
MAPK3,SPARCL1,0.017045454545454544,0.0055248618784530384,3.0852272727272725
STK17A,SPARCL1,0.017045454545454544,0.0055248618784530384,3.0852272727272725
PCMTD1,SPARCL1,0.017045454545454544,0.0055248618784530384,3.0852272727272725
ATP6V0E1,SPARCL1,0.017045454545454544,0.0055248618784530384,3.0852272727272725
MAPKAPK2,SPARCL1,0.017045454545454544,0.0055248618784530384,3.0852272727272725
OGA,SPARCL1,0.017045454545454544,0.0055248618784530384,3.0852272727272725
SNTB1,SPARCL1,0.017045454545454544,0.0055248618784530384,3.0852272727272725
DYNLL2,SPARCL1,0.017045454545454544,0.0055248618784530384,3.0852272727272725
LCP1,SPARCL1,0.03409090909090909,0.011049723756906077,3.0852272727272725
TAP1,SPARCL1,0.03409090909090909,0.011049723756906077,3.0852272727272725
TRBC1,ENY2,0.01694915254237288,0.005494505494505495,3.084745762711864
FLNA,ENY2,0.01694915254237288,0.005494505494505495,3.084745762711864
GPSM3,ENY2,0.01694915254237288,0.005494505494505495,3.084745762711864
LTBP2,ENY2,0.01694915254237288,0.005494505494505495,3.084745762711864
GPNMB,ENY2,0.03389830508474576,0.01098901098901099,3.084745762711864
CCN2,ENY2,0.01694915254237288,0.005494505494505495,3.084745762711864
GPX3,CIRBP,0.013262599469496022,0.004301075268817204,3.0835543766578253
CYBA,AP1G2,0.05,0.016216216216216217,3.0833333333333335
ADAR,AP1G2,0.05,0.016216216216216217,3.0833333333333335
SEC14L1,AP1G2,0.016666666666666666,0.005405405405405406,3.083333333333333
CD52,AP1G2,0.03333333333333333,0.010810810810810811,3.083333333333333
ACTA2,AP1G2,0.016666666666666666,0.005405405405405406,3.083333333333333
DDIT4,AP1G2,0.03333333333333333,0.010810810810810811,3.083333333333333
AQP1,AP1G2,0.016666666666666666,0.005405405405405406,3.083333333333333
COL6A3,AP1G2,0.03333333333333333,0.010810810810810811,3.083333333333333
MMP2,TREM1,0.05555555555555555,0.018018018018018018,3.083333333333333
VPS13B,HNRNPA0,0.0440251572327044,0.014285714285714287,3.0817610062893075
SERPINF1,HNRNPA0,0.0440251572327044,0.014285714285714287,3.0817610062893075
IKZF1,GABARAP,0.011627906976744186,0.0037735849056603774,3.0813953488372094
MYH11,GABARAP,0.011627906976744186,0.0037735849056603774,3.0813953488372094
STK17A,GABARAP,0.03488372093023256,0.011320754716981133,3.081395348837209
C4orf3,PKM,0.03349282296650718,0.010869565217391304,3.0813397129186604
ELOVL5,LPP,0.04597701149425287,0.014925373134328358,3.0804597701149428
RHOA,LPP,0.022988505747126436,0.007462686567164179,3.0804597701149428
ARID5B,LPP,0.022988505747126436,0.007462686567164179,3.0804597701149428
PHC2,LPP,0.06896551724137931,0.022388059701492536,3.0804597701149428
TMEM219,LPP,0.022988505747126436,0.007462686567164179,3.0804597701149428
MFAP4,LPP,0.022988505747126436,0.007462686567164179,3.0804597701149428
SCGB3A1,LPP,0.022988505747126436,0.007462686567164179,3.0804597701149428
CYBA,ZBTB18,0.015873015873015872,0.005154639175257732,3.079365079365079
CAPS,UBE2L6,0.013157894736842105,0.004273504273504274,3.078947368421052
EPAS1,UBE2L6,0.013157894736842105,0.004273504273504274,3.078947368421052
DBNL,RBM33,0.04132231404958678,0.013422818791946308,3.078512396694215
EGR1,RBM33,0.04132231404958678,0.013422818791946308,3.078512396694215
DCN,PRSS8,0.0625,0.02030456852791878,3.0781250000000004
RBM33,NCL,0.02197802197802198,0.007142857142857143,3.076923076923077
MARCH7,PLPP5,0.02197802197802198,0.007142857142857143,3.076923076923077
BMPR2,NCL,0.02197802197802198,0.007142857142857143,3.076923076923077
TRBC1,EML4,0.03496503496503497,0.011363636363636364,3.076923076923077
TXNDC17,NCL,0.02197802197802198,0.007142857142857143,3.076923076923077
RER1,NCL,0.02197802197802198,0.007142857142857143,3.076923076923077
CYBA,PLPP5,0.02197802197802198,0.007142857142857143,3.076923076923077
SLC3A2,PLPP5,0.02197802197802198,0.007142857142857143,3.076923076923077
SERPINE1,PLPP5,0.02197802197802198,0.007142857142857143,3.076923076923077
TGFBI,NCL,0.02197802197802198,0.007142857142857143,3.076923076923077
MT2A,NCL,0.02197802197802198,0.007142857142857143,3.076923076923077
LSP1,NCL,0.04395604395604396,0.014285714285714285,3.076923076923077
DAZAP2,PLPP5,0.04395604395604396,0.014285714285714285,3.076923076923077
KCTD12,PLPP5,0.02197802197802198,0.007142857142857143,3.076923076923077
EMP2,NCL,0.02197802197802198,0.007142857142857143,3.076923076923077
BGN,NCL,0.04395604395604396,0.014285714285714285,3.076923076923077
SOCS3,NCL,0.02197802197802198,0.007142857142857143,3.076923076923077
COL6A2,EML4,0.03496503496503497,0.011363636363636364,3.076923076923077
C1QC,PLPP5,0.04395604395604396,0.014285714285714285,3.076923076923077
CDH11,ALDH2,0.012658227848101266,0.00411522633744856,3.075949367088607
FBLN1,ALDH2,0.012658227848101266,0.00411522633744856,3.075949367088607
PTGDS,ALDH2,0.012658227848101266,0.00411522633744856,3.075949367088607
C1R,ALDH2,0.02531645569620253,0.00823045267489712,3.075949367088607
PRDX2,GGCT,0.025,0.008130081300813009,3.0749999999999997
AFF1,GGCT,0.025,0.008130081300813009,3.0749999999999997
CTNNA1,GGCT,0.025,0.008130081300813009,3.0749999999999997
CD52,GGCT,0.025,0.008130081300813009,3.0749999999999997
NFKBIZ,GGCT,0.025,0.008130081300813009,3.0749999999999997
KCTD12,GGCT,0.025,0.008130081300813009,3.0749999999999997
IGHG3,GGCT,0.025,0.008130081300813009,3.0749999999999997
IKZF1,LTA4H,0.024691358024691357,0.008032128514056224,3.0740740740740744
CCNL1,LTA4H,0.012345679012345678,0.004016064257028112,3.0740740740740744
PTGDS,LTA4H,0.012345679012345678,0.004016064257028112,3.0740740740740744
TAGLN,LTA4H,0.024691358024691357,0.008032128514056224,3.0740740740740744
ENG,NBL1,0.0546218487394958,0.017777777777777778,3.072478991596639
FBLN1,GRN,0.0211864406779661,0.006896551724137931,3.0720338983050848
ISG20,GRN,0.0211864406779661,0.006896551724137931,3.0720338983050848
MFAP4,GRN,0.0211864406779661,0.006896551724137931,3.0720338983050848
PTK7,PHPT1,0.020202020202020204,0.006578947368421052,3.070707070707071
GPBP1,PHPT1,0.020202020202020204,0.006578947368421052,3.070707070707071
MGST3,PHPT1,0.020202020202020204,0.006578947368421052,3.070707070707071
MAF1,PHPT1,0.04040404040404041,0.013157894736842105,3.070707070707071
KLF2,PHPT1,0.020202020202020204,0.006578947368421052,3.070707070707071
SERINC3,SELENOF,0.02717391304347826,0.008849557522123894,3.0706521739130435
PIM2,CARHSP1,0.028169014084507043,0.009174311926605505,3.0704225352112675
BANF1,CARHSP1,0.028169014084507043,0.009174311926605505,3.0704225352112675
NNMT,CARHSP1,0.028169014084507043,0.009174311926605505,3.0704225352112675
RBM3,CARHSP1,0.028169014084507043,0.009174311926605505,3.0704225352112675
ZYX,CARHSP1,0.028169014084507043,0.009174311926605505,3.0704225352112675
ACTA2,CARHSP1,0.028169014084507043,0.009174311926605505,3.0704225352112675
TFF3,CARHSP1,0.028169014084507043,0.009174311926605505,3.0704225352112675
SERPING1,CARHSP1,0.028169014084507043,0.009174311926605505,3.0704225352112675
PTGDS,CARHSP1,0.028169014084507043,0.009174311926605505,3.0704225352112675
MYL9,CARHSP1,0.028169014084507043,0.009174311926605505,3.0704225352112675
FN1,CARHSP1,0.028169014084507043,0.009174311926605505,3.0704225352112675
MMP2,CARHSP1,0.028169014084507043,0.009174311926605505,3.0704225352112675
GNAQ,A2M,0.009594882729211088,0.003125,3.070362473347548
DES,A2M,0.0031982942430703624,0.0010416666666666667,3.070362473347548
IL7R,CFL1,0.022408963585434174,0.0072992700729927005,3.070028011204482
AHCYL1,RHOBTB3,0.023255813953488372,0.007575757575757576,3.069767441860465
PEBP1,RHOBTB3,0.023255813953488372,0.007575757575757576,3.069767441860465
ENG,RHOBTB3,0.023255813953488372,0.007575757575757576,3.069767441860465
DPP7,CD24,0.011627906976744186,0.003787878787878788,3.069767441860465
AKAP13,RHOBTB3,0.023255813953488372,0.007575757575757576,3.069767441860465
IGFBP7,RHOBTB3,0.023255813953488372,0.007575757575757576,3.069767441860465
AHNAK,LDB1,0.07006369426751592,0.0228310502283105,3.0687898089171974
TPM2,YPEL3,0.0196078431372549,0.006389776357827476,3.0686274509803924
GPBP1L1,IL7R,0.017142857142857144,0.00558659217877095,3.0685714285714285
RSRC2,IL7R,0.017142857142857144,0.00558659217877095,3.0685714285714285
VPS13B,IL7R,0.03428571428571429,0.0111731843575419,3.0685714285714285
NME3,IL7R,0.017142857142857144,0.00558659217877095,3.0685714285714285
ANKRD11,IL7R,0.017142857142857144,0.00558659217877095,3.0685714285714285
HMGN1,IL7R,0.017142857142857144,0.00558659217877095,3.0685714285714285
NIPSNAP2,IL7R,0.017142857142857144,0.00558659217877095,3.0685714285714285
PAM,IL7R,0.017142857142857144,0.00558659217877095,3.0685714285714285
ACTN1,IL7R,0.017142857142857144,0.00558659217877095,3.0685714285714285
TGM2,IL7R,0.03428571428571429,0.0111731843575419,3.0685714285714285
CD63,IL7R,0.017142857142857144,0.00558659217877095,3.0685714285714285
ZYX,CLCN7,0.019417475728155338,0.006329113924050633,3.0679611650485437
TRBC2,CLCN7,0.038834951456310676,0.012658227848101266,3.0679611650485437
TFRC,CLCN7,0.019417475728155338,0.006329113924050633,3.0679611650485437
NFKBIZ,CLCN7,0.019417475728155338,0.006329113924050633,3.0679611650485437
COL6A1,CLCN7,0.038834951456310676,0.012658227848101266,3.0679611650485437
SOCS3,CLCN7,0.019417475728155338,0.006329113924050633,3.0679611650485437
TAGLN,CLCN7,0.019417475728155338,0.006329113924050633,3.0679611650485437
MFAP4,WDR33,0.03546099290780142,0.011560693641618497,3.067375886524823
HNRNPC,COL6A1,0.01090909090909091,0.0035587188612099642,3.065454545454546
TNFSF10,COL6A1,0.01090909090909091,0.0035587188612099642,3.065454545454546
NCL,COL6A1,0.01090909090909091,0.0035587188612099642,3.065454545454546
AZIN1,COL6A1,0.01090909090909091,0.0035587188612099642,3.065454545454546
FN1,MIDN,0.09574468085106383,0.03125,3.0638297872340425
RGCC,C7,0.03676470588235294,0.012,3.0637254901960786
HSPB1,C7,0.03676470588235294,0.012,3.0637254901960786
FBLN1,PDIA3,0.00909090909090909,0.002967359050445104,3.0636363636363635
TIMP3,PDIA3,0.05454545454545454,0.017804154302670624,3.0636363636363635
UBB,SAMHD1,0.04504504504504504,0.014705882352941176,3.063063063063063
SERPING1,SAMHD1,0.04504504504504504,0.014705882352941176,3.063063063063063
TRAC,ARL6IP4,0.03875968992248062,0.012658227848101266,3.062015503875969
HNRNPUL1,ERRFI1,0.015151515151515152,0.0049504950495049506,3.0606060606060606
SGK1,ERRFI1,0.015151515151515152,0.0049504950495049506,3.0606060606060606
LSP1,ERRFI1,0.015151515151515152,0.0049504950495049506,3.0606060606060606
C7,ERRFI1,0.015151515151515152,0.0049504950495049506,3.0606060606060606
SPI1,SRSF2,0.029850746268656716,0.00975609756097561,3.059701492537313
METTL9,SRSF2,0.029850746268656716,0.00975609756097561,3.059701492537313
CD52,SRSF2,0.014925373134328358,0.004878048780487805,3.059701492537313
CD37,SRSF2,0.05970149253731343,0.01951219512195122,3.059701492537313
MT2A,SRSF2,0.029850746268656716,0.00975609756097561,3.059701492537313
AEBP1,SRSF2,0.029850746268656716,0.00975609756097561,3.059701492537313
C7,SRSF2,0.014925373134328358,0.004878048780487805,3.059701492537313
PJA2,WDR13,0.0196078431372549,0.00641025641025641,3.058823529411765
ARL6IP5,WDR13,0.0196078431372549,0.00641025641025641,3.058823529411765
CRIP1,WDR13,0.0196078431372549,0.00641025641025641,3.058823529411765
CLDN7,CHIT1,0.007334963325183374,0.002398081534772182,3.0586797066014673
URI1,CHIT1,0.014669926650366748,0.004796163069544364,3.0586797066014673
CARHSP1,CHIT1,0.007334963325183374,0.002398081534772182,3.0586797066014673
AFF1,CHIT1,0.014669926650366748,0.004796163069544364,3.0586797066014673
TPM2,CHIT1,0.007334963325183374,0.002398081534772182,3.0586797066014673
AP1G2,CHIT1,0.007334963325183374,0.002398081534772182,3.0586797066014673
MGST3,CHIT1,0.014669926650366748,0.004796163069544364,3.0586797066014673
MPRIP,CHIT1,0.007334963325183374,0.002398081534772182,3.0586797066014673
TACSTD2,CHIT1,0.007334963325183374,0.002398081534772182,3.0586797066014673
TIMP3,CTSC,0.05319148936170213,0.017391304347826087,3.0585106382978724
TIMP3,GPAA1,0.06796116504854369,0.022222222222222223,3.058252427184466
STK24,EPAS1,0.01935483870967742,0.006329113924050633,3.0580645161290323
LPP,EPAS1,0.01935483870967742,0.006329113924050633,3.0580645161290323
CIB1,EPAS1,0.01935483870967742,0.006329113924050633,3.0580645161290323
ASH1L,EPAS1,0.01935483870967742,0.006329113924050633,3.0580645161290323
SGK1,CDKN1B,0.03597122302158273,0.011764705882352941,3.0575539568345325
ASH1L,CDKN1B,0.03597122302158273,0.011764705882352941,3.0575539568345325
TRBC1,KDELR2,0.014285714285714285,0.004672897196261682,3.0571428571428574
ADA2,KDELR2,0.014285714285714285,0.004672897196261682,3.0571428571428574
CRIP1,KDELR2,0.02857142857142857,0.009345794392523364,3.0571428571428574
TIMP3,KDELR2,0.05714285714285714,0.018691588785046728,3.0571428571428574
CD37,DSP,0.016260162601626018,0.005319148936170213,3.0569105691056913
C1QB,TMEM106C,0.016260162601626018,0.005319148936170213,3.0569105691056913
BGN,MTG1,0.03773584905660377,0.012345679012345678,3.056603773584906
EGR1,MTG1,0.018867924528301886,0.006172839506172839,3.056603773584906
GSN,ASXL1,0.013888888888888888,0.004545454545454545,3.0555555555555554
SCGB3A1,ASXL1,0.013888888888888888,0.004545454545454545,3.0555555555555554
OXA1L,FOLR1,0.0136986301369863,0.004484304932735426,3.054794520547945
GSN,FOLR1,0.0273972602739726,0.008968609865470852,3.054794520547945
KCTD12,FOLR1,0.0136986301369863,0.004484304932735426,3.054794520547945
MFAP4,FOLR1,0.0136986301369863,0.004484304932735426,3.054794520547945
BGN,FOLR1,0.0410958904109589,0.013452914798206279,3.054794520547945
IL7R,CLIC6,0.012121212121212121,0.003968253968253968,3.0545454545454547
ATF3,CLIC6,0.012121212121212121,0.003968253968253968,3.0545454545454547
SERPINF1,CLIC6,0.012121212121212121,0.003968253968253968,3.0545454545454547
NBL1,CLIC6,0.012121212121212121,0.003968253968253968,3.0545454545454547
MFAP4,CLIC6,0.012121212121212121,0.003968253968253968,3.0545454545454547
TAX1BP3,GOLM1,0.043478260869565216,0.014234875444839857,3.0543478260869565
PCMTD1,ATP6V0D1,0.02702702702702703,0.008849557522123894,3.0540540540540544
BPIFB1,ATP6V0D1,0.013513513513513514,0.004424778761061947,3.0540540540540544
COL6A3,CSF2RA,0.05982905982905983,0.0196078431372549,3.0512820512820515
MMP2,ATRAID,0.10975609756097561,0.03597122302158273,3.051219512195122
MYH11,EZR,0.004608294930875576,0.0015105740181268882,3.0506912442396312
PECAM1,ENO1,0.008403361344537815,0.0027548209366391185,3.0504201680672267
CD37,ENO1,0.008403361344537815,0.0027548209366391185,3.0504201680672267
KLF2,ENO1,0.008403361344537815,0.0027548209366391185,3.0504201680672267
SPARCL1,ENO1,0.008403361344537815,0.0027548209366391185,3.0504201680672267
NPTN,LTBP2,0.016666666666666666,0.00546448087431694,3.05
MARCKS,LTBP2,0.03333333333333333,0.01092896174863388,3.05
UXT,LTBP2,0.016666666666666666,0.00546448087431694,3.05
ATP6V0E1,LTBP2,0.016666666666666666,0.00546448087431694,3.05
SRSF2,LTBP2,0.016666666666666666,0.00546448087431694,3.05
AKAP13,LTBP2,0.016666666666666666,0.00546448087431694,3.05
IER2,LTBP2,0.016666666666666666,0.00546448087431694,3.05
CREG1,LTBP2,0.016666666666666666,0.00546448087431694,3.05
KCTD12,LTBP2,0.016666666666666666,0.00546448087431694,3.05
ST3GAL5,LTBP2,0.016666666666666666,0.00546448087431694,3.05
