Gene1,Gene2,Cell_Coexpression,Nuclei_Coexpression,Relative_Increase
TMEM106C,LIPA,0.015789473684210527,0.00823045267489712,1.9184210526315788
NBL1,LIPA,0.015789473684210527,0.00823045267489712,1.9184210526315788
MFAP4,LIPA,0.015789473684210527,0.00823045267489712,1.9184210526315788
DEPP1,LIPA,0.031578947368421054,0.01646090534979424,1.9184210526315788
MMP2,LIPA,0.04736842105263158,0.02469135802469136,1.9184210526315788
LGALS1,C11orf58,0.09523809523809523,0.04964539007092199,1.9183673469387754
HK1,MUC21,0.025806451612903226,0.013452914798206279,1.918279569892473
EVL,MUC21,0.025806451612903226,0.013452914798206279,1.918279569892473
HNRNPC,C1S,0.011695906432748537,0.006097560975609756,1.9181286549707601
SCD,C1S,0.005847953216374269,0.003048780487804878,1.9181286549707601
PRDX2,C1S,0.011695906432748537,0.006097560975609756,1.9181286549707601
SERINC5,C1S,0.005847953216374269,0.003048780487804878,1.9181286549707601
PJA2,C1S,0.005847953216374269,0.003048780487804878,1.9181286549707601
IFI44,C1S,0.011695906432748537,0.006097560975609756,1.9181286549707601
TPD52,C1S,0.005847953216374269,0.003048780487804878,1.9181286549707601
CKB,C1S,0.005847953216374269,0.003048780487804878,1.9181286549707601
YIPF3,C1S,0.011695906432748537,0.006097560975609756,1.9181286549707601
CYB5A,C1S,0.005847953216374269,0.003048780487804878,1.9181286549707601
OPTN,C1S,0.011695906432748537,0.006097560975609756,1.9181286549707601
CGN,C1S,0.005847953216374269,0.003048780487804878,1.9181286549707601
ESRP1,C1S,0.005847953216374269,0.003048780487804878,1.9181286549707601
ATF3,C1S,0.005847953216374269,0.003048780487804878,1.9181286549707601
RNF7,C1S,0.011695906432748537,0.006097560975609756,1.9181286549707601
HPGD,C1S,0.005847953216374269,0.003048780487804878,1.9181286549707601
SERINC2,C1S,0.011695906432748537,0.006097560975609756,1.9181286549707601
TMC5,C1S,0.005847953216374269,0.003048780487804878,1.9181286549707601
SNTB1,C1S,0.023391812865497075,0.012195121951219513,1.9181286549707601
F11R,C1S,0.005847953216374269,0.003048780487804878,1.9181286549707601
PPT1,C1S,0.029239766081871343,0.01524390243902439,1.9181286549707601
TRIM2,C1S,0.005847953216374269,0.003048780487804878,1.9181286549707601
OS9,C1S,0.023391812865497075,0.012195121951219513,1.9181286549707601
TOB1,C1S,0.011695906432748537,0.006097560975609756,1.9181286549707601
ELOVL5,C1S,0.017543859649122806,0.009146341463414635,1.91812865497076
CDH11,C1S,0.04093567251461988,0.021341463414634148,1.91812865497076
IER2,C1S,0.017543859649122806,0.009146341463414635,1.91812865497076
ZFAND3,C1S,0.017543859649122806,0.009146341463414635,1.91812865497076
GLUL,C1S,0.017543859649122806,0.009146341463414635,1.91812865497076
BMPR2,YPEL3,0.024509803921568627,0.012779552715654952,1.9178921568627452
DYNLT1,PAFAH1B1,0.02142857142857143,0.0111731843575419,1.9178571428571427
NDUFV2,PAFAH1B1,0.02142857142857143,0.0111731843575419,1.9178571428571427
AQP1,PAFAH1B1,0.02142857142857143,0.0111731843575419,1.9178571428571427
C1R,PAFAH1B1,0.02142857142857143,0.0111731843575419,1.9178571428571427
GSTP1,PAFAH1B1,0.02142857142857143,0.0111731843575419,1.9178571428571427
C7,PAFAH1B1,0.02142857142857143,0.0111731843575419,1.9178571428571427
TAGLN,PAFAH1B1,0.04285714285714286,0.0223463687150838,1.9178571428571427
CHIT1,CLU,0.03272727272727273,0.017064846416382253,1.9178181818181819
RGCC,PSMB9,0.029411764705882353,0.015337423312883436,1.9176470588235295
DYNLT1,OGA,0.023668639053254437,0.01234567901234568,1.9171597633136093
TRIM22,OGA,0.023668639053254437,0.01234567901234568,1.9171597633136093
DAZAP2,OGA,0.023668639053254437,0.01234567901234568,1.9171597633136093
AEBP1,OGA,0.023668639053254437,0.01234567901234568,1.9171597633136093
NR4A1,OGA,0.023668639053254437,0.01234567901234568,1.9171597633136093
CYBA,CD47,0.014634146341463415,0.007633587786259542,1.9170731707317075
ATP6V0E1,CD47,0.014634146341463415,0.007633587786259542,1.9170731707317075
FBLN1,CD47,0.014634146341463415,0.007633587786259542,1.9170731707317075
MYL9,CD47,0.014634146341463415,0.007633587786259542,1.9170731707317075
NBL1,ARHGDIB,0.036585365853658534,0.019083969465648856,1.9170731707317072
CSNK1D,COL1A2,0.022911051212938006,0.01195219123505976,1.9168912848158133
LTBP2,SAT1,0.013054830287206266,0.00681044267877412,1.9168842471714533
ATP9A,ECH1,0.020833333333333332,0.010869565217391304,1.9166666666666665
GSN,ECH1,0.020833333333333332,0.010869565217391304,1.9166666666666665
TRBC2,ECH1,0.020833333333333332,0.010869565217391304,1.9166666666666665
CTSS,ECH1,0.020833333333333332,0.010869565217391304,1.9166666666666665
MFAP4,ECH1,0.020833333333333332,0.010869565217391304,1.9166666666666665
C1R,ECH1,0.041666666666666664,0.021739130434782608,1.9166666666666665
BGN,ASPH,0.062111801242236024,0.032407407407407406,1.9165927240461402
BTG1,UBB,0.06796116504854369,0.035460992907801414,1.9165048543689323
CXCR4,UBB,0.06796116504854369,0.035460992907801414,1.9165048543689323
KLF2,EGR1,0.029940119760479042,0.015625,1.9161676646706587
AQP1,EGR1,0.029940119760479042,0.015625,1.9161676646706587
IFI44,ELOVL1,0.038834951456310676,0.02027027027027027,1.9158576051779932
ZMIZ2,ELOVL1,0.038834951456310676,0.02027027027027027,1.9158576051779932
CD74,MYH11,0.43103448275862066,0.225,1.9157088122605361
GPNMB,SDC1,0.029556650246305417,0.015432098765432098,1.915270935960591
FCER1G,SDC1,0.029556650246305417,0.015432098765432098,1.915270935960591
SCGB3A1,SDC1,0.029556650246305417,0.015432098765432098,1.915270935960591
BMPR2,ATP5F1E,0.02127659574468085,0.011111111111111112,1.9148936170212765
NDUFA1,ATP5F1E,0.02127659574468085,0.011111111111111112,1.9148936170212765
VEGFB,ATP5F1E,0.02127659574468085,0.011111111111111112,1.9148936170212765
SERPING1,ATP5F1E,0.02127659574468085,0.011111111111111112,1.9148936170212765
DEPP1,STAT3,0.0514018691588785,0.026845637583892617,1.9147196261682242
MMP2,ANXA2,0.05303030303030303,0.02769679300291545,1.9146730462519939
NBL1,CNN3,0.029914529914529916,0.015625,1.9145299145299146
LCP1,CNN3,0.029914529914529916,0.015625,1.9145299145299146
OPTN,ITPR3,0.047619047619047616,0.02487562189054726,1.9142857142857144
C1QA,NDUFB9,0.03571428571428571,0.018656716417910446,1.9142857142857144
DCN,TMEM106B,0.06796116504854369,0.03550295857988166,1.9142394822006472
METTL9,CSRP1,0.012552301255230125,0.006557377049180328,1.9142259414225942
MYH11,CSRP1,0.012552301255230125,0.006557377049180328,1.9142259414225942
C1QB,NPLOC4,0.0379746835443038,0.01984126984126984,1.9139240506329116
PFKFB3,CREG1,0.017241379310344827,0.009009009009009009,1.9137931034482758
CLTA,CREG1,0.017241379310344827,0.009009009009009009,1.9137931034482758
IDS,CREG1,0.017241379310344827,0.009009009009009009,1.9137931034482758
BNIP3L,CREG1,0.017241379310344827,0.009009009009009009,1.9137931034482758
HNRNPF,CREG1,0.034482758620689655,0.018018018018018018,1.9137931034482758
TMEM50A,CREG1,0.017241379310344827,0.009009009009009009,1.9137931034482758
NBL1,CREG1,0.017241379310344827,0.009009009009009009,1.9137931034482758
LCP1,CREG1,0.05172413793103448,0.02702702702702703,1.9137931034482758
MFAP4,CREG1,0.017241379310344827,0.009009009009009009,1.9137931034482758
EVL,CREG1,0.05172413793103448,0.02702702702702703,1.9137931034482758
TGM2,STAU1,0.047058823529411764,0.02459016393442623,1.9137254901960785
DEPP1,HNRNPL,0.06598984771573604,0.034482758620689655,1.9137055837563453
PTGDS,CST3,0.017475728155339806,0.0091324200913242,1.9135922330097088
SF3B5,CRIP1,0.03825136612021858,0.02,1.9125683060109289
C4orf3,TIMP2,0.02142857142857143,0.011204481792717087,1.9125
SELENOM,TIMP2,0.010714285714285714,0.0056022408963585435,1.9125
ACTA2,TIMP2,0.010714285714285714,0.0056022408963585435,1.9125
LSP1,ATP6V0E1,0.0625,0.032679738562091505,1.9124999999999999
C1R,ATP6V0E1,0.0625,0.032679738562091505,1.9124999999999999
POGZ,ATP6V0E1,0.0625,0.032679738562091505,1.9124999999999999
KLF6,SERPINA1,0.0625,0.032679738562091505,1.9124999999999999
HSPG2,RBM25,0.022900763358778626,0.011976047904191617,1.912213740458015
CLTA,RBM25,0.022900763358778626,0.011976047904191617,1.912213740458015
RAB13,RBM25,0.022900763358778626,0.011976047904191617,1.912213740458015
PRKACA,RBM25,0.022900763358778626,0.011976047904191617,1.912213740458015
EEF1B2,RBM25,0.022900763358778626,0.011976047904191617,1.912213740458015
ITGA3,RBM25,0.022900763358778626,0.011976047904191617,1.912213740458015
TRIM22,RBM25,0.022900763358778626,0.011976047904191617,1.912213740458015
PLD3,RBM25,0.022900763358778626,0.011976047904191617,1.912213740458015
KLF2,RBM25,0.022900763358778626,0.011976047904191617,1.912213740458015
SCGB3A2,RBM25,0.022900763358778626,0.011976047904191617,1.912213740458015
BPIFB1,RBM25,0.022900763358778626,0.011976047904191617,1.912213740458015
WIPF1,PHC2,0.056910569105691054,0.02976190476190476,1.9121951219512194
EMC4,NFIB,0.02112676056338028,0.011049723756906077,1.9119718309859155
RNF149,NFIB,0.02112676056338028,0.011049723756906077,1.9119718309859155
PECAM1,NFIB,0.02112676056338028,0.011049723756906077,1.9119718309859155
IL32,NFIB,0.02112676056338028,0.011049723756906077,1.9119718309859155
EVL,S100A13,0.07534246575342465,0.03940886699507389,1.9118150684931505
FN1,WDR13,0.049019607843137254,0.02564102564102564,1.911764705882353
WIPF1,MLLT6,0.05333333333333334,0.027906976744186046,1.9111111111111112
PTGDS,MLLT6,0.02666666666666667,0.013953488372093023,1.9111111111111112
SOCS3,MLLT6,0.02666666666666667,0.013953488372093023,1.9111111111111112
ORMDL2,CAST,0.014084507042253521,0.007371007371007371,1.9107981220657277
CDH11,CAST,0.014084507042253521,0.007371007371007371,1.9107981220657277
KLF2,CAST,0.014084507042253521,0.007371007371007371,1.9107981220657277
TRBC1,BMPR2,0.017857142857142856,0.009345794392523364,1.9107142857142858
NPTN,BMPR2,0.017857142857142856,0.009345794392523364,1.9107142857142858
SAMHD1,BMPR2,0.017857142857142856,0.009345794392523364,1.9107142857142858
CHMP3,BMPR2,0.017857142857142856,0.009345794392523364,1.9107142857142858
PDIA6,BMPR2,0.017857142857142856,0.009345794392523364,1.9107142857142858
CD82,BMPR2,0.017857142857142856,0.009345794392523364,1.9107142857142858
NDUFC2,BMPR2,0.017857142857142856,0.009345794392523364,1.9107142857142858
ATF6B,BMPR2,0.03571428571428571,0.018691588785046728,1.9107142857142858
ENC1,BMPR2,0.03571428571428571,0.018691588785046728,1.9107142857142858
MS4A6A,BMPR2,0.017857142857142856,0.009345794392523364,1.9107142857142858
GDE1,BMPR2,0.017857142857142856,0.009345794392523364,1.9107142857142858
CYB5A,BMPR2,0.03571428571428571,0.018691588785046728,1.9107142857142858
NCL,BMPR2,0.017857142857142856,0.009345794392523364,1.9107142857142858
PRKDC,BMPR2,0.03571428571428571,0.018691588785046728,1.9107142857142858
TPM2,BMPR2,0.017857142857142856,0.009345794392523364,1.9107142857142858
GPBP1,BMPR2,0.03571428571428571,0.018691588785046728,1.9107142857142858
LMAN1,BMPR2,0.017857142857142856,0.009345794392523364,1.9107142857142858
COX6C,BMPR2,0.017857142857142856,0.009345794392523364,1.9107142857142858
LRCH4,BMPR2,0.017857142857142856,0.009345794392523364,1.9107142857142858
BRD9,BMPR2,0.017857142857142856,0.009345794392523364,1.9107142857142858
METTL9,BMPR2,0.017857142857142856,0.009345794392523364,1.9107142857142858
RHOA,BMPR2,0.017857142857142856,0.009345794392523364,1.9107142857142858
PHC2,BMPR2,0.017857142857142856,0.009345794392523364,1.9107142857142858
PFDN2,BMPR2,0.017857142857142856,0.009345794392523364,1.9107142857142858
RANBP9,BMPR2,0.017857142857142856,0.009345794392523364,1.9107142857142858
CD37,BMPR2,0.05357142857142857,0.02803738317757009,1.9107142857142858
DRAP1,BMPR2,0.03571428571428571,0.018691588785046728,1.9107142857142858
ALG13,BMPR2,0.03571428571428571,0.018691588785046728,1.9107142857142858
SLC9A3R2,BMPR2,0.017857142857142856,0.009345794392523364,1.9107142857142858
MBNL1,BMPR2,0.017857142857142856,0.009345794392523364,1.9107142857142858
IER2,BMPR2,0.017857142857142856,0.009345794392523364,1.9107142857142858
STK17B,BMPR2,0.03571428571428571,0.018691588785046728,1.9107142857142858
S100A13,BMPR2,0.017857142857142856,0.009345794392523364,1.9107142857142858
CXCL17,BMPR2,0.03571428571428571,0.018691588785046728,1.9107142857142858
FCGRT,BMPR2,0.03571428571428571,0.018691588785046728,1.9107142857142858
HNRNPA0,BMPR2,0.03571428571428571,0.018691588785046728,1.9107142857142858
AEBP1,KDELR2,0.03571428571428571,0.018691588785046728,1.9107142857142858
IL32,BMPR2,0.017857142857142856,0.009345794392523364,1.9107142857142858
BRD2,BMPR2,0.017857142857142856,0.009345794392523364,1.9107142857142858
HIST1H1C,BMPR2,0.017857142857142856,0.009345794392523364,1.9107142857142858
SEC31A,BMPR2,0.03571428571428571,0.018691588785046728,1.9107142857142858
IFI30,BMPR2,0.05357142857142857,0.02803738317757009,1.9107142857142858
C1R,BMPR2,0.03571428571428571,0.018691588785046728,1.9107142857142858
BGN,BMPR2,0.08928571428571429,0.04672897196261682,1.9107142857142858
IGHG3,BMPR2,0.08928571428571429,0.04672897196261682,1.9107142857142858
TXNDC5,ANKHD1,0.05825242718446602,0.03048780487804878,1.9106796116504856
CD37,CD44,0.03245749613601236,0.016987542468856174,1.910664605873261
FNDC3B,TMEM106C,0.04065040650406504,0.02127659574468085,1.910569105691057
TXNDC5,TMEM106C,0.04065040650406504,0.02127659574468085,1.910569105691057
IGHG3,TMEM106C,0.04065040650406504,0.02127659574468085,1.910569105691057
MMP2,EMC10,0.09734513274336283,0.050955414012738856,1.9103982300884954
CXCL9,MTG1,0.04716981132075472,0.024691358024691357,1.9103773584905663
C1R,MTG1,0.04716981132075472,0.024691358024691357,1.9103773584905663
CD52,SERPINB1,0.02830188679245283,0.014814814814814815,1.9103773584905661
ESRP2,SERPINB1,0.02830188679245283,0.014814814814814815,1.9103773584905661
MBNL1,SERPINB1,0.02830188679245283,0.014814814814814815,1.9103773584905661
ANXA1,SERPINB1,0.02830188679245283,0.014814814814814815,1.9103773584905661
C1QA,SERPINB1,0.08490566037735849,0.044444444444444446,1.910377358490566
LSP1,WIPI2,0.038461538461538464,0.020134228187919462,1.9102564102564106
BTG2,WIPI2,0.038461538461538464,0.020134228187919462,1.9102564102564106
LUM,WIPI2,0.038461538461538464,0.020134228187919462,1.9102564102564106
DAP,VPS13B,0.05426356589147287,0.02840909090909091,1.9100775193798447
FBLN1,LTBP3,0.021621621621621623,0.011320754716981133,1.90990990990991
CAPS,LTBP3,0.021621621621621623,0.011320754716981133,1.90990990990991
TRBC2,ASXL1,0.034722222222222224,0.01818181818181818,1.9097222222222223
MFAP4,ASXL1,0.034722222222222224,0.01818181818181818,1.9097222222222223
UCP2,HSP90AB1,0.03225806451612903,0.016891891891891893,1.9096774193548385
LGALS1,HSPG2,0.10833333333333334,0.05673758865248227,1.909375
ZNF146,COL6A2,0.010075566750629723,0.005277044854881266,1.9093198992443325
GPX3,COL6A2,0.005037783375314861,0.002638522427440633,1.9093198992443325
PDCD6IP,COL6A2,0.005037783375314861,0.002638522427440633,1.9093198992443325
TRAPPC5,COL6A2,0.005037783375314861,0.002638522427440633,1.9093198992443325
RAB11B,COL6A2,0.020151133501259445,0.010554089709762533,1.9093198992443325
TNIK,COL6A2,0.010075566750629723,0.005277044854881266,1.9093198992443325
PERP,COL6A2,0.005037783375314861,0.002638522427440633,1.9093198992443325
TRPC4AP,COL6A2,0.010075566750629723,0.005277044854881266,1.9093198992443325
ASH1L,COL6A2,0.005037783375314861,0.002638522427440633,1.9093198992443325
FNBP4,COL6A2,0.010075566750629723,0.005277044854881266,1.9093198992443325
HMGN1,COL6A2,0.020151133501259445,0.010554089709762533,1.9093198992443325
USP25,COL6A2,0.020151133501259445,0.010554089709762533,1.9093198992443325
UQCRB,COL6A2,0.010075566750629723,0.005277044854881266,1.9093198992443325
CHMP4B,COL6A2,0.010075566750629723,0.005277044854881266,1.9093198992443325
CEBPB,COL6A2,0.010075566750629723,0.005277044854881266,1.9093198992443325
KRT7,COL6A2,0.010075566750629723,0.005277044854881266,1.9093198992443325
NFKBIA,COL6A2,0.04030226700251889,0.021108179419525065,1.9093198992443325
NPTN,COL6A2,0.015113350125944584,0.0079155672823219,1.9093198992443323
EIF3B,COL6A2,0.015113350125944584,0.0079155672823219,1.9093198992443323
CSNK1D,COL6A2,0.015113350125944584,0.0079155672823219,1.9093198992443323
PAM,COL6A2,0.015113350125944584,0.0079155672823219,1.9093198992443323
ETS2,COL6A2,0.015113350125944584,0.0079155672823219,1.9093198992443323
DPP7,FOLR1,0.03424657534246575,0.017937219730941704,1.9092465753424657
WBP1,FOLR1,0.03424657534246575,0.017937219730941704,1.9092465753424657
MFSD1,FOLR1,0.03424657534246575,0.017937219730941704,1.9092465753424657
URI1,WARS,0.022727272727272728,0.011904761904761904,1.9090909090909092
IL7R,WARS,0.022727272727272728,0.011904761904761904,1.9090909090909092
SNX1,WARS,0.045454545454545456,0.023809523809523808,1.9090909090909092
EIF3B,PSMB8,0.045454545454545456,0.023809523809523808,1.9090909090909092
ARID5B,WARS,0.022727272727272728,0.011904761904761904,1.9090909090909092
PLXDC2,WARS,0.022727272727272728,0.011904761904761904,1.9090909090909092
TMEM41B,WARS,0.045454545454545456,0.023809523809523808,1.9090909090909092
PECAM1,WARS,0.022727272727272728,0.011904761904761904,1.9090909090909092
RANBP9,PSMB8,0.022727272727272728,0.011904761904761904,1.9090909090909092
PLD3,PSMB8,0.022727272727272728,0.011904761904761904,1.9090909090909092
PRSS8,WARS,0.045454545454545456,0.023809523809523808,1.9090909090909092
IGLC1,WARS,0.022727272727272728,0.011904761904761904,1.9090909090909092
TAGLN,WARS,0.045454545454545456,0.023809523809523808,1.9090909090909092
COL6A3,LPCAT1,0.037109375,0.019441069258809233,1.9088134765625002
PTK7,RHEB,0.042105263157894736,0.022058823529411763,1.9087719298245616
APOE,MT2A,0.087248322147651,0.045714285714285714,1.9085570469798658
HSPG2,OS9,0.03684210526315789,0.019305019305019305,1.9084210526315788
SPAG9,CYBA,0.03954802259887006,0.02072538860103627,1.9081920903954803
TM9SF2,CYBA,0.03954802259887006,0.02072538860103627,1.9081920903954803
PDCD6IP,METTL26,0.03076923076923077,0.016129032258064516,1.9076923076923078
PRDX2,METTL26,0.03076923076923077,0.016129032258064516,1.9076923076923078
AP2A2,METTL26,0.03076923076923077,0.016129032258064516,1.9076923076923078
AEBP1,METTL26,0.03076923076923077,0.016129032258064516,1.9076923076923078
TAGLN,METTL26,0.03076923076923077,0.016129032258064516,1.9076923076923078
PPT1,EEF2,0.039735099337748346,0.020833333333333332,1.9072847682119207
TAGLN,EEF2,0.039735099337748346,0.020833333333333332,1.9072847682119207
CAB39,SUSD2,0.023255813953488372,0.012195121951219513,1.9069767441860463
PFDN5,TTC3,0.02072538860103627,0.010869565217391304,1.906735751295337
SERPINE1,TTC3,0.02072538860103627,0.010869565217391304,1.906735751295337
NBL1,TTC3,0.02072538860103627,0.010869565217391304,1.906735751295337
EGR1,TTC3,0.02072538860103627,0.010869565217391304,1.906735751295337
BPIFB1,EZR,0.01152073732718894,0.006042296072507553,1.9066820276497696
MFSD1,UFC1,0.04,0.02097902097902098,1.9066666666666667
COL6A3,UFC1,0.04,0.02097902097902098,1.9066666666666667
MARCH7,TOMM7,0.027874564459930314,0.014619883040935672,1.9066202090592335
ZYX,ERGIC3,0.038461538461538464,0.020172910662824207,1.9065934065934067
CHIT1,MIDN,0.07446808510638298,0.0390625,1.9063829787234041
MTCH1,CP,0.03018867924528302,0.015837104072398193,1.9061994609164417
SCD,PPP1CB,0.03529411764705882,0.018518518518518517,1.9058823529411766
DYNLT1,PPP1CB,0.03529411764705882,0.018518518518518517,1.9058823529411766
ITGA3,PPP1CB,0.03529411764705882,0.018518518518518517,1.9058823529411766
TMEM50A,PPP1CB,0.03529411764705882,0.018518518518518517,1.9058823529411766
CTNNA1,PPP1CB,0.03529411764705882,0.018518518518518517,1.9058823529411766
AZIN1,PPP1CB,0.03529411764705882,0.018518518518518517,1.9058823529411766
EML4,PPP1CB,0.03529411764705882,0.018518518518518517,1.9058823529411766
BLOC1S1,PPP1CB,0.03529411764705882,0.018518518518518517,1.9058823529411766
SPARCL1,PPP1CB,0.03529411764705882,0.018518518518518517,1.9058823529411766
SOD2,PPP1CB,0.03529411764705882,0.018518518518518517,1.9058823529411766
TOMM7,PPP1CB,0.03529411764705882,0.018518518518518517,1.9058823529411766
C7,PPP1CB,0.03529411764705882,0.018518518518518517,1.9058823529411766
FN1,PPP1CB,0.07058823529411765,0.037037037037037035,1.9058823529411766
MMP2,PPP1CB,0.07058823529411765,0.037037037037037035,1.9058823529411766
VPS13C,HMGN1,0.04861111111111111,0.02551020408163265,1.905555555555556
MGP,CXCL9,0.060810810810810814,0.031914893617021274,1.9054054054054057
CD2AP,CXCL9,0.02027027027027027,0.010638297872340425,1.9054054054054055
TPD52,CXCL9,0.02027027027027027,0.010638297872340425,1.9054054054054055
CDH11,CXCL9,0.02027027027027027,0.010638297872340425,1.9054054054054055
NNMT,CXCL9,0.02027027027027027,0.010638297872340425,1.9054054054054055
CTDSP2,CXCL9,0.02027027027027027,0.010638297872340425,1.9054054054054055
MPRIP,CXCL9,0.02027027027027027,0.010638297872340425,1.9054054054054055
PICALM,CXCL9,0.04054054054054054,0.02127659574468085,1.9054054054054055
EGR1,CXCL9,0.02027027027027027,0.010638297872340425,1.9054054054054055
PNRC1,TM9SF3,0.05263157894736842,0.027624309392265192,1.9052631578947368
RGCC,TSC22D3,0.022922636103151862,0.012033694344163659,1.9048710601719197
ADAR,CLEC2D,0.05952380952380952,0.03125,1.9047619047619047
MMP2,ANKRD11,0.07751937984496124,0.040697674418604654,1.9047619047619047
MGP,NCKAP1,0.11904761904761904,0.0625,1.9047619047619047
SELENOF,VSTM2L,0.06349206349206349,0.03333333333333334,1.9047619047619042
PCMTD1,TMCO1,0.02608695652173913,0.0136986301369863,1.9043478260869566
EEF1B2,TMCO1,0.02608695652173913,0.0136986301369863,1.9043478260869566
OPTN,TMCO1,0.02608695652173913,0.0136986301369863,1.9043478260869566
TP53INP1,TMCO1,0.02608695652173913,0.0136986301369863,1.9043478260869566
MXRA7,TMCO1,0.02608695652173913,0.0136986301369863,1.9043478260869566
SERPING1,TMCO1,0.02608695652173913,0.0136986301369863,1.9043478260869566
MFAP4,TMCO1,0.02608695652173913,0.0136986301369863,1.9043478260869566
COL6A1,DYNLRB1,0.0335195530726257,0.017605633802816902,1.9039106145251394
CCN2,WNK1,0.023668639053254437,0.012433392539964477,1.9036348267117496
SERPINF1,CLTA,0.06140350877192982,0.03225806451612903,1.9035087719298245
CYTIP,NCOA7,0.030534351145038167,0.0160427807486631,1.9033078880407126
OXA1L,NCOA7,0.030534351145038167,0.0160427807486631,1.9033078880407126
SERPING1,NCOA7,0.030534351145038167,0.0160427807486631,1.9033078880407126
AQP1,NCOA7,0.061068702290076333,0.0320855614973262,1.9033078880407126
IGLC1,NCOA7,0.030534351145038167,0.0160427807486631,1.9033078880407126
COL3A1,NCOA7,0.0916030534351145,0.0481283422459893,1.9033078880407126
TMED9,TAX1BP3,0.08421052631578947,0.04424778761061947,1.9031578947368422
CCN2,PLS3,0.027472527472527472,0.01444043321299639,1.9024725274725274
FBLN1,IGFBP4,0.019178082191780823,0.010080645161290322,1.9024657534246576
SERPINE1,FAM120A,0.04878048780487805,0.02564102564102564,1.902439024390244
C1R,FAM120A,0.04878048780487805,0.02564102564102564,1.902439024390244
GNAQ,ICA1,0.010869565217391304,0.005714285714285714,1.9021739130434783
HSPG2,ICA1,0.021739130434782608,0.011428571428571429,1.9021739130434783
ORMDL2,ICA1,0.010869565217391304,0.005714285714285714,1.9021739130434783
SLC30A9,ICA1,0.021739130434782608,0.011428571428571429,1.9021739130434783
CYBA,ICA1,0.021739130434782608,0.011428571428571429,1.9021739130434783
HMGN3,ICA1,0.010869565217391304,0.005714285714285714,1.9021739130434783
MS4A6A,ICA1,0.010869565217391304,0.005714285714285714,1.9021739130434783
CAPG,ICA1,0.010869565217391304,0.005714285714285714,1.9021739130434783
LIMCH1,ICA1,0.021739130434782608,0.011428571428571429,1.9021739130434783
CD52,ICA1,0.021739130434782608,0.011428571428571429,1.9021739130434783
TFRC,ICA1,0.010869565217391304,0.005714285714285714,1.9021739130434783
CD37,ICA1,0.010869565217391304,0.005714285714285714,1.9021739130434783
GPNMB,ICA1,0.010869565217391304,0.005714285714285714,1.9021739130434783
AEBP1,ICA1,0.010869565217391304,0.005714285714285714,1.9021739130434783
FCER1G,ICA1,0.021739130434782608,0.011428571428571429,1.9021739130434783
MYH11,ICA1,0.010869565217391304,0.005714285714285714,1.9021739130434783
PSAP,ICA1,0.043478260869565216,0.022857142857142857,1.9021739130434783
C7,ICA1,0.010869565217391304,0.005714285714285714,1.9021739130434783
TAGLN,ICA1,0.021739130434782608,0.011428571428571429,1.9021739130434783
C1QA,ICA1,0.043478260869565216,0.022857142857142857,1.9021739130434783
DCN,ICA1,0.010869565217391304,0.005714285714285714,1.9021739130434783
UGCG,ICA1,0.03260869565217391,0.017142857142857144,1.902173913043478
CCN2,ICA1,0.03260869565217391,0.017142857142857144,1.902173913043478
MMP2,ICA1,0.03260869565217391,0.017142857142857144,1.902173913043478
LUC7L3,TRAC,0.026415094339622643,0.013888888888888888,1.9018867924528304
RAB2A,TRAC,0.026415094339622643,0.013888888888888888,1.9018867924528304
CD68,TM4SF1,0.05660377358490566,0.02976190476190476,1.9018867924528304
LGALS1,TM4SF1,0.05660377358490566,0.02976190476190476,1.9018867924528304
A2M,TM4SF1,0.05660377358490566,0.02976190476190476,1.9018867924528304
ATF6B,LAMTOR1,0.021052631578947368,0.01107011070110701,1.9017543859649124
GDE1,ADAR,0.03508771929824561,0.01845018450184502,1.9017543859649122
NNMT,GRK2,0.012552301255230125,0.006600660066006601,1.901673640167364
SPARCL1,GRK2,0.012552301255230125,0.006600660066006601,1.901673640167364
ETNK1,EIF3B,0.03278688524590164,0.017241379310344827,1.9016393442622952
TM9SF3,AFF4,0.03278688524590164,0.017241379310344827,1.9016393442622952
TRBC2,EIF3B,0.03278688524590164,0.017241379310344827,1.9016393442622952
RANBP9,EIF3B,0.03278688524590164,0.017241379310344827,1.9016393442622952
PSMB8,EIF3B,0.06557377049180328,0.034482758620689655,1.9016393442622952
WIPF1,AFF4,0.03278688524590164,0.017241379310344827,1.9016393442622952
COL6A3,AFF4,0.06557377049180328,0.034482758620689655,1.9016393442622952
COL6A2,AFF4,0.03278688524590164,0.017241379310344827,1.9016393442622952
NR4A1,EIF3B,0.03278688524590164,0.017241379310344827,1.9016393442622952
CDKN1B,LENG8,0.03076923076923077,0.016181229773462785,1.9015384615384614
BRD2,ARL6IP5,0.035211267605633804,0.018518518518518517,1.9014084507042255
AQP1,TFF3,0.023668639053254437,0.012448132780082988,1.9013806706114396
NBL1,CPNE1,0.01485148514851485,0.0078125,1.900990099009901
SPAG9,ITM2C,0.022364217252396165,0.011764705882352941,1.900958466453674
AKAP13,ITM2C,0.04472843450479233,0.023529411764705882,1.900958466453674
SCARB2,ITM2C,0.022364217252396165,0.011764705882352941,1.900958466453674
KLF2,ITM2C,0.022364217252396165,0.011764705882352941,1.900958466453674
TNS3,GPNMB,0.03669724770642202,0.019305019305019305,1.9009174311926607
